condition,cue_x,cue_y,target_x,target_y,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp.keys,key_resp.rt,key_resp.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,practice.started,fixation_2.started,Left_rect_2.started,Right_rect_2.started,cue_2.started,cue_2.stopped,target_2.started,key_resp_3.started,practice.stopped,trials_2.key_resp_3.keys,trials_2.key_resp_3.rt,trials_2.key_resp_3.duration,fixation_2.stopped,Left_rect_2.stopped,Right_rect_2.stopped,target_2.stopped,key_resp_3.stopped,instructions_2.started,text_3.started,key_resp_4.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trial.started,fixation.started,Left_rect.started,Right_rect.started,cue.started,cue.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,blank.started,text_2.started,text_2.stopped,blank.stopped,fixation.stopped,Left_rect.stopped,Right_rect.stopped,target.stopped,key_resp.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,,,,,,,,0.0026974,0.0071271,0.0071271,1.5131113,space,1.4900863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,-0.168,0.175,0.168,0.149,0,0,0,up,0.413885,None,,,,0,0,0,6,,,,,1.5230518,,,,,,,,,1.5191619,1.5230518,2.52216,2.52216,2.52216,2.6221698,2.8222068,2.8222068,3.2399716,up,0.413885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,1,1,0,up,0.3935038,None,,,,0,1,1,0,,,,,3.2560013,,,,,,,,,3.240696,3.2560013,4.2392811,4.2392811,4.2392811,4.3395153,4.5393874,4.5393874,4.9400322,up,0.3935038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,-0.168,-0.175,None,None,2,2,0,up,0.6149544,None,,,,0,2,2,9,,,,,4.9558934,,,,,,,,,4.9409029,4.9558934,5.9394023,5.9394023,5.9394023,6.0395127,6.2392916,6.2392916,6.8559832,up,0.6149544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,-0.168,-0.175,0.168,-0.149,3,3,0,up,0.4120017,None,,,,0,3,3,7,,,,,6.8723629,,,,,,,,,6.856349,6.8723629,7.8561318,7.8561318,7.8561318,7.9561406,8.1560686,8.1560686,8.5732282,up,0.4120017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,4,4,0,up,0.4161721,None,,,,0,4,4,2,,,,,8.5892994,,,,,,,,,8.5739119,8.5892994,9.5725352,9.5725352,9.5725352,9.6724867,9.8725625,9.8725625,10.2901678,up,0.4161721,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,-0.168,0.175,-0.168,-0.149,5,5,0,up,0.4527485,None,,,,0,5,5,4,,,,,10.3060582,,,,,,,,,10.290858,10.3060582,11.3060455,11.3060455,11.3060455,11.4060999,11.5895286,11.5895286,12.0563001,up,0.4527485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,-0.168,0.175,None,None,6,6,0,None,,,,,,0,6,6,8,,,,,12.0723433,,,,,,,,,12.0569243,12.0723433,13.0560325,13.0560325,13.0560325,13.1560976,13.3560608,13.3560608,15.3398494,None,,,15.3559668,15.3559668,15.3559668,15.3559668,15.3559668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,-0.168,-0.175,-0.168,0.149,7,7,0,up,0.3718756,None,,,,0,7,7,5,,,,,15.3559668,,,,,,,,,15.3405494,15.3559668,16.3559534,16.3559534,16.3559534,16.4560858,16.6559403,16.6559403,17.0399414,up,0.3718756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,8,8,0,up,0.3341029,None,,,,0,8,8,3,,,,,17.0559566,,,,,,,,,17.0406262,17.0559566,18.0391956,18.0391956,18.0391956,18.1390641,18.339206,18.339206,18.6899312,up,0.3341029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,9,9,0,up,0.3873578,None,,,,0,9,9,1,,,,,18.7060204,,,,,,,,,18.6905685,18.7060204,19.6894683,19.6894683,19.6894683,19.7894515,19.9893085,19.9893085,20.3901337,up,0.3873578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3903197,20.4059859,20.4059859,48.3398999,space,27.9274968,None,,,,,,,,,,,,,,,,,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,0,0,0,,,,up,0.3125343,None,,,,,0,0,0,8,48.3557368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3497835,48.3557368,49.3559169,49.3559169,49.3559169,49.455974,49.6393217,49.6393217,49.9567472,up,0.3125343,None,49.9568681,49.9721561,50.472353,50.456198,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,1,1,0,,,,up,0.3420617,None,,,,,0,1,1,11,50.472353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.456887,50.472353,51.4721949,51.4721949,51.4721949,51.5723151,51.7722511,51.7722511,52.1230491,up,0.3420617,None,52.1231637,52.1391614,52.639295,52.6226258,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,2,2,0,,,,up,0.2756806,None,,,,,0,2,2,15,52.639295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6233168,52.639295,53.6223596,53.6223596,53.6223596,53.722349,53.9224326,53.9224326,54.2065534,up,0.2756806,None,54.2066627,54.2222622,54.7223508,54.7061501,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,0.168,0.175,None,None,3,3,0,,,,None,,,,,,,0,3,3,34,54.7223508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7070791,54.7223508,55.7059701,55.7059701,55.7059701,55.8058927,56.0059416,56.0059416,57.9898467,None,,,57.9899296,58.0058768,58.5058192,58.4891892,58.0058768,58.0058768,58.0058768,58.0058768,58.0058768,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,4,4,0,,,,up,0.3965746,None,,,,,0,4,4,21,58.5058192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4896625,58.5222773,59.505891,59.505891,59.505891,59.6059146,59.8059784,59.8059784,60.2063284,up,0.3965746,None,60.2064373,60.2221974,60.7221797,60.706203,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,-0.168,-0.175,None,None,5,5,0,,,,None,,,,,,,0,5,5,33,60.7221797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.7071791,60.7221797,61.7058699,61.7058699,61.7058699,61.8058248,62.0058801,62.0058801,63.9898409,None,,,63.989925,64.0059326,64.5056728,64.4895745,64.0059326,64.0059326,64.0059326,64.0059326,64.0059326,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,0.168,-0.175,-0.168,-0.149,6,6,0,,,,up,0.352294,None,,,,,0,6,6,31,64.5056728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4902501,64.5056728,65.5058485,65.5058485,65.5058485,65.6059376,65.8058879,65.8058879,66.173072,up,0.352294,None,66.1731814,66.1889639,66.6892115,66.6726707,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,-0.168,0.175,None,None,7,7,0,,,,None,,,,,,,0,7,7,32,66.6892115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6735525,66.6892115,67.6723654,67.6723654,67.6723654,67.7723135,67.9724009,67.9724009,69.9564887,None,,,69.9565716,69.9721554,70.4722385,70.4561747,69.9721554,69.9721554,69.9721554,69.9721554,69.9721554,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
catch,0.168,-0.175,None,None,8,8,0,,,,None,,,,,,,0,8,8,35,70.4722385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4571091,70.4722385,71.4723828,71.4723828,71.4723828,71.5723089,71.772439,71.772439,73.7561047,None,,,73.7561734,73.7720781,74.2721345,74.2558532,73.7720781,73.7720781,73.7720781,73.7720781,73.7720781,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,9,9,0,,,,up,0.3418517,None,,,,,0,9,9,10,74.2721345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2562198,74.2721345,75.2722979,75.2722979,75.2722979,75.3722542,75.5723456,75.5723456,75.9229333,up,0.3418517,None,75.9230431,75.9390411,76.4392039,76.422543,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,-0.168,0.175,-0.168,-0.149,10,10,0,,,,up,0.3300311,None,,,,,0,10,10,24,76.4392039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4232356,76.4392039,77.4222985,77.4222985,77.4222985,77.5223017,77.7223705,77.7223705,78.0564137,up,0.3300311,None,78.0565229,78.0722126,78.5723228,78.556097,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,11,11,0,,,,up,0.3889939,None,,,,,0,11,11,16,78.5723228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.556828,78.5723228,79.5558097,79.5558097,79.5558097,79.6554064,79.8556933,79.8556933,80.2565069,up,0.3889939,None,80.2566175,80.2720584,80.7722498,80.7560704,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,0.168,-0.175,0.168,0.149,12,12,0,,,,up,0.5045146,None,,,,,0,12,12,27,80.7722498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.7567651,80.7722498,81.7559194,81.7559194,81.7559194,81.855859,82.0559223,82.0559223,82.5729352,up,0.5045146,None,82.5730459,82.5889704,83.0890311,83.072511,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,13,13,0,,,,up,0.3809754,None,,,,,0,13,13,17,83.0890311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0732188,83.0890311,84.0722646,84.0722646,84.0722646,84.1724764,84.3722986,84.3722986,84.7562894,up,0.3809754,None,84.7563995,84.7721937,85.2721657,85.2558018,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,14,14,0,,,,up,0.3967525,None,,,,,0,14,14,5,85.2721657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2564425,85.2721657,86.2719578,86.2719578,86.2719578,86.3722342,86.5559207,86.5559207,86.9564821,up,0.3967525,None,86.9565923,86.9721055,87.4722253,87.456135,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,15,15,0,,,,up,0.4091786,None,,,,,0,15,15,22,87.4722253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4568273,87.4722253,88.455879,88.455879,88.455879,88.555838,88.755863,88.755863,89.1729292,up,0.4091786,None,89.1730381,89.1890942,89.6890489,89.6722624,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,-0.168,0.175,0.168,0.149,16,16,0,,,,up,0.4725151,None,,,,,0,16,16,28,89.6890489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6728697,89.6890489,90.6721692,90.6721692,90.6721692,90.7721659,90.9719907,90.9719907,91.4560991,up,0.4725151,None,91.4562027,91.4721525,91.9721718,91.9560904,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,17,17,0,,,,up,0.3744631,None,,,,,0,17,17,13,91.9721718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9567854,91.9721718,92.9558156,92.9558156,92.9558156,93.0556147,93.2558346,93.2558346,93.6397924,up,0.3744631,None,93.6399057,93.6556319,94.1556961,94.1393691,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,18,18,0,,,,up,0.3505315,None,,,,,0,18,18,7,94.1556961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1400635,94.1556961,95.1557539,95.1557539,95.1557539,95.2557162,95.4392112,95.4392112,95.806491,up,0.3505315,None,95.8066024,95.8220909,96.3221106,96.3060432,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,19,19,0,,,,up,0.3591131,None,,,,,0,19,19,2,96.3221106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.306734,96.3221106,97.3057768,97.3057768,97.3057768,97.4055688,97.6058523,97.6058523,97.9728573,up,0.3591131,None,97.9729652,97.989028,98.4890661,98.4723724,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,20,20,0,,,,up,0.3058634,None,,,,,0,20,20,23,98.4890661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4730657,98.4890661,99.4722149,99.4722149,99.4722149,99.5722474,99.7722877,99.7722877,100.0898047,up,0.3058634,None,100.0899148,100.1057235,100.6055811,100.5894286,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,0.168,0.175,0.168,-0.149,21,21,0,,,,up,0.3105248,None,,,,,0,21,21,26,100.6055811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5901171,100.6055811,101.6054915,101.6054915,101.6054915,101.7054267,101.9058065,101.9058065,102.2223978,up,0.3105248,None,102.222457,102.2389128,102.7390483,102.7224379,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,22,22,0,,,,up,0.3499689,None,,,,,0,22,22,19,102.7390483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7231253,102.7390483,103.722197,103.722197,103.722197,103.8221966,104.0223003,104.0223003,104.3897423,up,0.3499689,None,104.3898501,104.4056976,104.905695,104.889332,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,23,23,0,,,,up,0.3957205,None,,,,,0,23,23,9,104.905695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8900187,104.905695,105.9057759,105.9057759,105.9057759,106.0057145,106.1890158,106.1890158,106.5896706,up,0.3957205,None,106.5897808,106.6055842,107.105485,107.0892807,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,-0.175,0.168,-0.149,24,24,0,,,,up,0.2950243,None,,,,,0,24,24,3,107.105485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0900154,107.105485,108.0890995,108.0890995,108.0890995,108.1890538,108.3890248,108.3890248,108.6897127,up,0.2950243,None,108.6898234,108.7056457,109.2056911,109.1892619,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,25,25,0,,,,up,0.4058156,None,,,,,0,25,25,14,109.2056911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1899746,109.2056911,110.2057039,110.2057039,110.2057039,110.3056797,110.4891272,110.4891272,110.9063295,up,0.4058156,None,110.9064382,110.9220622,111.4220964,111.4059637,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,-0.168,-0.175,0.168,-0.149,26,26,0,,,,up,0.3380714,None,,,,,0,26,26,29,111.4220964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4067207,111.4220964,112.4057686,112.4057686,112.4057686,112.5057674,112.7058625,112.7058625,113.0557869,up,0.3380714,None,113.0558313,113.0719147,113.5720441,113.5560334,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,27,27,0,,,,up,0.3416498,None,,,,,0,27,27,18,113.5720441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.5567254,113.5720441,114.5557217,114.5557217,114.5557217,114.6556821,114.8557677,114.8557677,115.2063376,up,0.3416498,None,115.2064456,115.2219992,115.7220992,115.7059804,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,-0.175,-0.168,-0.149,28,28,0,,,,up,0.3108545,None,,,,,0,28,28,1,115.7220992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.706672,115.7220992,116.7058273,116.7058273,116.7058273,116.8057387,117.0058108,117.0058108,117.3228263,up,0.3108545,None,117.3229354,117.3387791,117.8389424,117.8224756,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_same,-0.168,-0.175,-0.168,0.149,29,29,0,,,,up,0.3124496,None,,,,,0,29,29,25,117.8389424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.8231649,117.8389424,118.8219284,118.8219284,118.8219284,118.9219272,119.1221696,119.1221696,119.4396004,up,0.3124496,None,119.4397087,119.4555383,119.9552254,119.9386875,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
invalid_diff,0.168,0.175,-0.168,0.149,30,30,0,,,,up,0.3302728,None,,,,,0,30,30,30,119.9552254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9392963,119.9552254,120.9557363,120.9557363,120.9557363,121.0556417,121.2556268,121.2556268,121.5894787,up,0.3302728,None,121.5895892,121.6055544,122.1055294,122.0892194,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,31,31,0,,,,up,0.3268547,None,,,,,0,31,31,4,122.1055294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0899744,122.1055294,123.0889766,123.0889766,123.0889766,123.1889227,123.3889992,123.3889992,123.7227747,up,0.3268547,None,123.7228841,123.7389711,124.2385524,124.2219688,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,32,32,0,,,,up,0.3519856,None,,,,,0,32,32,0,124.2385524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.2222619,124.2385524,125.222,125.222,125.222,125.321984,125.5226757,125.5226757,125.8892524,up,0.3519856,None,125.8892977,125.9051083,126.4053942,126.3887915,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,-0.168,0.175,-0.168,0.149,33,33,0,,,,up,0.3320261,None,,,,,0,33,33,12,126.4053942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.3892455,126.4053942,127.3892252,127.3892252,127.3892252,127.4888015,127.6887838,127.6887838,128.0233051,up,0.3320261,None,128.0234811,128.0388558,128.5388837,128.5230859,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
valid,0.168,0.175,0.168,0.149,34,34,0,,,,up,0.3400224,None,,,,,0,34,34,6,128.5388837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.5242775,128.5388837,129.5388597,129.5388597,129.5388597,129.638715,129.838839,129.838839,130.1897451,up,0.3400224,None,130.1899056,130.2052718,130.7053434,130.689577,,,,,,x,1,2025-11-21_11h48.00.134,solo_project,,2025.1.1,60.01709286,2025-11-21 11h48.06.859848 +0530
